name,tier,tier_name,public,earnings,sat,faculty,price
Marymount University,6,Selective private,0,49.6,995,53.630098360655744,14.42
Maryville College,6,Selective private,0,36.5,1090,44.801711864406784,16.649
Maryville University Of Saint Louis,6,Selective private,0,44.5,1120,48.29775609756096,13
Marywood University,6,Selective private,0,38,1020,51.23150413223141,15.497
Massachusetts College Of Art And Design,7,Nonselective four-year public,1,34,1090,51.045760563380284,3.878
Massachusetts College Of Liberal Arts,5,Selective public,1,36.4,1016.5,53.66805813953489,3.357
Massachusetts Institute Of Technology,1,Ivy Plus,0,91.6,1485,100.7957338792221,26.746
Massachusetts Maritime Academy,5,Selective public,1,79.5,1055,56.38203278688525,4.016
Master's College & Seminary,6,Selective private,0,40.9,1120,47.915580645161285,14.3
McDaniel College,6,Selective private,0,44.6,1110,55.902397849462375,19.6
McMurry University,6,Selective private,0,37.2,1005,42.82273333333333,10.295
McPherson College,6,Selective private,0,35.5,955,32.79242857142857,11.7
Medaille College,6,Selective private,0,38.2,850,46.13470491803279,11.96
Mercer University,6,Selective private,0,46.6,1160,57.56886477987422,17.028
Mercyhurst University,6,Selective private,0,38.5,1015,41.75481428571429,14.34
Meredith College,6,Selective private,0,38.4,1050,49.226914893617014,9.84
Merrimack College,6,Selective private,0,55.4,1132.5,53.122742647058836,16.825
Messiah College,6,Selective private,0,41.4,1190,49.32198101265823,16.13
Methodist University,6,Selective private,0,39.6,975,40.39437894736842,13.38
Miami University,5,Selective public,1,45.8,1215,60.95361093247589,5.7007891
Michigan State University,5,Selective public,1,49.8,1125,73.13848453608247,5.432
Midwestern State University,5,Selective public,1,38.5,975,51.40153768844221,2.516
Millersville University Of Pennsylvania,5,Selective public,1,43.2,1070,68.29986824324324,4.804
Milligan College,6,Selective private,0,36.4,1060,40.365328125,12.3
Mills College,6,Selective private,0,39,1140,72.59155813953488,19.056
Millsaps College,6,Selective private,0,45.2,1195,49.51984946236559,15.814
Misericordia  University,6,Selective private,0,47.5,1000,47.99576136363636,16.01
Missouri Valley College,6,Selective private,0,33.4,935.5,35.078900000000004,11.9
Molloy College,6,Selective private,0,57.5,1100,43.236421875,13.17
Monmouth University,6,Selective private,0,50.3,1035,58.32890047393365,16.326
Montana State University - Billings,5,Selective public,1,32.5,965,44.197084967320265,3.052
Montana State University Bozeman,5,Selective public,1,39.7,1115,54.23038723404254,3.079
Montana Tech Of The University Of Montana,5,Selective public,1,39.8,1090,45.53807194244604,2.8125393
Montclair State University,5,Selective public,1,48.7,1005,67.96074829931973,4.561
Moravian College,6,Selective private,0,50,1140,55.151961165048554,19.4
Morehouse College,6,Selective private,0,40.9,1050,51.02062091503269,11.544
Motlow State Community College,9,Two-year (public and private not-for-profit),1,26.7,890,39.313452380952384,1.441
Mount Ida College,6,Selective private,0,34.7,850,35.984574074074075,15.8
Mount Saint Mary College,6,Selective private,0,47.6,1010,42.76291525423729,11.965
Mount Saint Mary's University,6,Selective private,0,50.3,1075,45.62310476190476,17.4
Mount St. Mary's College,6,Selective private,0,50.2,1012.5,54.7956,17.666
Mount Vernon Nazarene University,6,Selective private,0,39.1,1130,44.46618309859155,11.926
Multnomah University,8,Nonselective four-year private not-for-profit,0,31.4,1045,34.77303333333333,9.01
Muskingum University,6,Selective private,0,39.4,1055,47.394341463414634,12.59
Nazareth College Of Rochester,6,Selective private,0,43.9,1140,55.382590909090915,14.642
Neumann University,6,Selective private,0,41.6,925,41.28109090909091,14.32
New Jersey City University,5,Selective public,1,41.9,848.5,65.75921224489797,4.643
New Jersey Institute Of Technology,5,Selective public,1,65.3,1140,79.72429386892178,6.73
New York University,2,Other elite schools (public and private),0,58.8,1317.3922,85.63513669697289,24.13698
Newberry College,6,Selective private,0,33.3,970,28.3080652173913,14.632
Newman University,6,Selective private,0,41.9,885,41.093276923076935,10.268
Niagara University,6,Selective private,0,44,1045,54.3824609375,14.56
Nichols College,6,Selective private,0,47.1,935,40.219787878787876,15.65
Norfolk State University,5,Selective public,1,34.4,791,51.17039072847682,2.856
North Carolina Agricultural & Technical State University,5,Selective public,1,33.6,890,55.567836956521745,1.939
North Carolina Central University,5,Selective public,1,31.6,865,59.72221518987341,1.975
North Carolina State University,5,Selective public,1,47.5,1185,70.06720458135861,2.814
North Central College,6,Selective private,0,45.7,1130,53.138545454545465,16.29
North Central University,6,Selective private,0,29.6,1080,43.402606060606054,8.582
North Greenville University,8,Nonselective four-year private not-for-profit,0,31.2,995,36.26863793103449,8
Northeastern University,4,Highly selective private,0,60.1,1125,68.05733854166667,16.45
Northland College,6,Selective private,0,31.9,1160,43.904255319148945,14.675
Northwest University,6,Selective private,0,40.2,1015,41.500063829787244,10.748
Northwestern University,2,Other elite schools (public and private),0,64.1,1380,100.55747519294381,24.714
Northwood University,6,Selective private,0,44.6,937.44324,45.24662162162162,12.063
Norwich University,6,Selective private,0,45.3,1005,49.18532692307692,15.626
Notre Dame Of Maryland University,6,Selective private,0,48.8,1015,46.99857954545454,15.85
Nova Southeastern University,6,Selective private,0,46.5,1035,61.480366803278706,12.43
Nyack College,6,Selective private,0,38.1,944,42.19369230769231,12.74
Oberlin College,2,Other elite schools (public and private),0,38.4,1362,71.58653231939164,25.355
Occidental College,2,Other elite schools (public and private),0,50.1,1200,67.86268,23.828
Ohio State University,3,Highly selective public,1,42.6,1175,72.77180952380952,4.2510547
Ohio Wesleyan University,6,Selective private,0,41,1210,54.375692913385826,21.88
Oklahoma City University,6,Selective private,0,39.4,1105,50.38664331210191,10.17
Oklahoma State University,5,Selective public,1,43.4,1120,55.20380380499405,2.647
Old Dominion University,5,Selective public,1,43.3,1015,61.667105704697974,3.16
Oregon Institute Of Technology,5,Selective public,1,50.1,1015,48.21465833333334,3.459
Oregon State University,5,Selective public,1,46.4,1080,57.56347077409163,3.654
Otis College Of Art & Design,8,Nonselective four-year private not-for-profit,0,42,985,45.04642857142857,9.672
Pace University,6,Selective private,0,58.4,1020,79.69067365967366,16.23
Pacific Lutheran University,6,Selective private,0,45.9,1105,51.35611504424779,16.8
Pacific University,6,Selective private,0,42.3,1125,51.631655629139075,17.805
Paine College,6,Selective private,0,25.9,775,36.30898305084746,7.948
Palm Beach Atlantic University,6,Selective private,0,38.1,1075,36.98051086956522,11.82
Pennsylvania State University,5,Selective public,1,47.5,1100.4523,62.583815245853934,6.7873018
Pepperdine University,4,Highly selective private,0,61.4,1250,75.67845580110496,24.05
Pfeiffer University,6,Selective private,0,37.5,960,41.20125862068965,11.38
Philadelphia University,6,Selective private,0,48.7,1060,51.64606060606061,15.458
Pitzer College,4,Highly selective private,0,45.3,1205,69.81414285714285,25.238
Point Loma Nazarene University,6,Selective private,0,50.3,1100,56.53521774193549,14.34
Point Park University,6,Selective private,0,37.9,1015,46.55241772151899,12.996
Pomona College,2,Other elite schools (public and private),0,52.6,1440,80.37852229299362,24.17
Portland State University,5,Selective public,1,42.8,1005,55.54528366247756,3.525
Prairie View Agricultural & Mechanical University,5,Selective public,1,33.6,820,46.98164341085271,2.752
Presbyterian College,6,Selective private,0,41.3,1125,48.78810126582279,17.342
Providence College,4,Highly selective private,0,59.6,1175,63.604296747967474,18.75
Purdue University,5,Selective public,1,52.6,1135,71.18572752192983,3.872
Purdue University - Calumet,5,Selective public,1,38.1,900,50.5971690647482,3.329
Purdue University - North Central,7,Nonselective four-year public,1,35.2,905,47.21721176470588,3.34
Queens University Of Charlotte,6,Selective private,0,38.6,1060,45.610616666666665,10.68
Quinnipiac University,4,Highly selective private,0,56.4,1060,71.00238745387455,17.78
Radford University,5,Selective public,1,42.1,985,52.94688826815642,2.95
Ramapo College Of New Jersey,3,Highly selective public,1,48.7,1065,68.90329936305731,5.638
Randolph - Macon College,6,Selective private,0,45.7,1094,52.19352380952381,18.35
Randolph College,6,Selective private,0,38.7,1170,52.23168055555556,17.68
Reed College,2,Other elite schools (public and private),0,36.2,1330,64.94065573770492,25.02
Regis College,6,Selective private,0,43.3,980,44.25316417910448,17.5
Regis University,6,Selective private,0,53.1,1055,48.53831055900621,17.57
Rensselaer Polytechnic Institute,2,Other elite schools (public and private),0,81.7,1315,74.39245497630331,24.225
Rhode Island College,5,Selective public,1,39.6,960,55.57177302631579,3.371
Rhode Island School Of Design,8,Nonselective four-year private not-for-profit,0,47.3,1195,54.522992647058835,22.305
Rhodes College,4,Highly selective private,0,50.3,1295,52.75095620437956,19.503
Rice University,2,Other elite schools (public and private),0,59.9,1420,90.28404458598726,15.932
Richard Bland College,9,Two-year (public and private not-for-profit),1,32.1,920,47.44617142857143,1.816
Richard Stockton College Of New Jersey,5,Selective public,1,46.8,1060,65.38859512195123,4.784
Rider University,6,Selective private,0,48.1,1030,70.14899545454546,17.564
Ripon College,6,Selective private,0,42.8,1175,50.135052631578944,18.24
Roanoke College,6,Selective private,0,42.5,1100,53.10764583333334,17.765
Robert Morris University,6,Selective private,0,44.9,970,58.24731818181818,10.034
Roberts Wesleyan College,6,Selective private,0,41.9,1075.5,45.822961538461556,14.2
Rochester Institute Of Technology,6,Selective private,0,56.9,1225,65.25391547049442,18.252
Rockford University,6,Selective private,0,39.1,1070,43.52082051282052,16.8
Rocky Mountain College,6,Selective private,0,38.2,990,40.045044444444436,12.243
Roger Williams University,6,Selective private,0,47.2,1065,50.77041481481482,18.13
Rollins College,4,Highly selective private,0,42.2,1170,62.427375,22.868
Roosevelt University,6,Selective private,0,44.6,1000,47.870590909090915,13.07
Rose - Hulman Institute Of Technology,2,Other elite schools (public and private),0,78.9,1285,70.74323622047244,20.844
Rowan University,5,Selective public,1,48.8,1090,63.031223376623366,5.347
"Rutgers, The State University Of New Jersey",3,Highly selective public,1,54.8,1143.6714,79.7284315257353,6.2680527
SUNY At Fredonia,5,Selective public,1,40.6,1080,52.801642307692305,4.225
SUNY College At Buffalo,5,Selective public,1,38.9,960,54.17648529411764,4.003
SUNY College At Cortland,5,Selective public,1,45.3,1015,50.63191020408164,4.154
SUNY College At Geneseo,3,Highly selective public,1,46.7,1195,51.69774615384615,4.221
SUNY College At Old Westbury,5,Selective public,1,42.9,895,55.851322033898306,3.921
SUNY College At Oneonta,5,Selective public,1,42.4,1010,52.17752293577983,4.185
SUNY College At Oswego,5,Selective public,1,40.7,1035,51.80119805194805,4.108
SUNY College At Purchase,5,Selective public,1,34.7,1140,56.737510791366915,3.997
SUNY College Of Agriculture & Technology At Cobleskill,5,Selective public,1,34.8,895,47.689710526315785,3.971
SUNY College Of Technology At Delhi,7,Nonselective four-year public,1,34.6,885,45.88029591836735,3.802
SUNY Maritime College,5,Selective public,1,77.3,1020,52.858470588235285,4.85
SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,5,Selective public,1,54.425855000000006,1145,63.393431668871884,3.7589746
Sacred Heart University,6,Selective private,0,54.1,1048.5,56.36757516339869,16.764
Sage Colleges,6,Selective private,0,39.3,1045,41.75843046357616,16.22
Saint Anselm College,6,Selective private,0,55.3,1105,51.66919166666667,18.95
Saint Augustine's University,6,Selective private,0,28.2,915,35.72294805194805,7.9
Saint Francis University,6,Selective private,0,46.9,1020,49.78220930232558,15.808
Saint John Fisher College,6,Selective private,0,44.8,1060,43.81443220338983,15.09
"Saint John's University of Collegeville, MN",6,Selective private,0,55.9,1205,52.88556643356643,17.241
"Saint John's University of Queens, NY",6,Selective private,0,54.1,1005,74.61187126865671,15.93
"Saint Joseph's College of Brooklyn, NY",6,Selective private,0,51.8,1015,52.37878813559322,9.352
"Saint Joseph's College of Rensselaer, IN",6,Selective private,0,39.8,1000,38.10311320754717,15.075
Saint Joseph's University,6,Selective private,0,58.5,1222.5,58.8885350877193,20.045
Saint Leo University,6,Selective private,0,42.6,942.5,46.00117142857143,12.29
Saint Louis College Of Pharmacy,8,Nonselective four-year private not-for-profit,0,111.6,1206.5,55.33595161290323,13.395
Saint Martin's University,6,Selective private,0,47.4,995,41.60494545454546,14.94
Saint Mary's College,6,Selective private,0,45.6,1120,55.369,18.3
Saint Mary's College Of California,6,Selective private,0,59,1090,63.128170329670326,18.255
Saint Mary's University,6,Selective private,0,46.3,1060,62.16553005464481,12.615
Saint Michael's College,6,Selective private,0,46.3,1125,52.01078723404255,18.782
Saint Olaf College,4,Highly selective private,0,44.8,1255,56.02801538461538,19.4
Saint Peter's University,6,Selective private,0,44.5,925,54.789495575221245,15.606
Saint Thomas Aquinas College,6,Selective private,0,48,915,56.21303278688525,12.82
Saint Vincent College & Seminary,6,Selective private,0,44.2,1075,49.822819672131146,15.781
Salem College,6,Selective private,0,33.2,1095,40.68990384615384,13.945
Salem State University,5,Selective public,1,40.4,955,50.054193442622946,3.098
Salve Regina University,6,Selective private,0,48.3,1030,51.033,17.55
Sam Houston State University,5,Selective public,1,41.4,975,53.09010256410257,2.228
San Diego State University,5,Selective public,1,48.7,1045,67.39132753623188,1.776
San Francisco State University,5,Selective public,1,46.9,980,69.0710078023407,1.822
San Jose State University,5,Selective public,1,54.6,995,70.12013981358189,1.857
Santa Clara University,4,Highly selective private,0,67.7,1220,77.36778672985783,20.577
Santa Fe University Of Art And Design,10,Four-year for-profit,0,36.2,1130,50.53565217391304,16.11
Sarah Lawrence College,4,Highly selective private,0,39.7,1250,65.65876288659794,26.508
Savannah College Of Art And Design,8,Nonselective four-year private not-for-profit,0,35.4,1070,45.73158299595142,16.7
Savannah State University,5,Selective public,1,30.8,860,51.62950434782609,2.444
School Of Visual Arts,10,Four-year for-profit,0,40.1,1055,35.517645454545445,16.07
Schreiner University,6,Selective private,0,36.7,1005,36.97211627906977,11.74
Scripps College,2,Other elite schools (public and private),0,47.2,1265,76.69177049180328,22.6
Seattle University,6,Selective private,0,55.2,1145,61.83897885196374,17.01
Seton Hall University,6,Selective private,0,53.3,1060,66.35026649076518,18.29
Seton Hill University,6,Selective private,0,35.6,990,45.01160784313725,15.225
Shenandoah University,6,Selective private,0,40.6,1000,53.374779874213836,16.3
Shepherd University,5,Selective public,1,38.5,1000,46.28437288135594,2.508
Shippensburg University Of Pennsylvania,5,Selective public,1,45.2,1060,67.28583164983165,4.746
Shorter University,6,Selective private,0,43,1050.5,42.44640625,9.47
Simpson University,6,Selective private,0,33.7,1010,39.137,11.5
Skidmore College,4,Highly selective private,0,43.1,1235,63.227933673469394,25.465
Slippery Rock University,5,Selective public,1,39,955,67.41650558659218,4.684
Smith College,4,Highly selective private,0,42.7,1265,77.87440445859873,23.584
Sonoma State University,5,Selective public,1,45.6,1020,66.56773622047244,2.002
South Carolina State University,5,Selective public,1,30.4,860,47.53111872146119,5.481
Southern Connecticut State University,5,Selective public,1,41.7,925,64.39148877805486,3.85
Southern Methodist University,4,Highly selective private,0,52.2,1165,71.63644423076924,19.62
Southern New Hampshire University,6,Selective private,0,41.8,950,59.87262745098039,15.85
Southern Oregon University,5,Selective public,1,37.3,1037.5,45.2171947368421,3.369
Southern Utah University,5,Selective public,1,37.2,985,45.78486384976526,2.066
Southern Wesleyan University,6,Selective private,0,41.3,1010,39.07997560975609,12.104
Southwest Baptist University,6,Selective private,0,32.8,1050,37.357375,9.874
Southwestern Adventist University,6,Selective private,0,37.9,965,33.254479166666655,9.51
Southwestern College,6,Selective private,0,44.2,960,40.71651923076923,11.3
Southwestern University,4,Highly selective private,0,47.2,1225,59.15199090909091,15.79
Spelman College,6,Selective private,0,46.4,1080,52.719510204081644,11.135
Spring Hill College,6,Selective private,0,43.8,1060,45.60058823529412,16.254
Springfield College,6,Selective private,0,45.1,1010,52.80479523809524,17.3
St. John's College,4,Highly selective private,0,34.3,1320,54.90593548387097,24.77
St. Lawrence University,4,Highly selective private,0,45.5,1140,59.69917721518988,23.955
Stanford University,1,Ivy Plus,0,80.9,1455,111.189802832244,24.622
State University Of New York At Albany,5,Selective public,1,50.9,1115,70.21901355932204,4.625
State University Of New York At Buffalo,5,Selective public,1,49.7,1125,75.68901208459215,4.715
State University Of New York At Farmingdale,5,Selective public,1,45.6,920,64.05714024390244,4.085
State University Of New York At New Paltz,5,Selective public,1,46,1075,52.24702875399361,3.925
State University Of New York At Stony Brook,3,Highly selective public,1,55.5,1144,75.403745215311,4.253
State University Of New York College At Plattsburgh,5,Selective public,1,40.6,1050,51.76872693726937,4.065
State University Of New York College At Potsdam,5,Selective public,1,38,1027.5,48.819736607142865,4.099
Stephens College,6,Selective private,0,30.7,1070,34.18505882352941,15.77
Sterling College,6,Selective private,0,32.1,1025,32.885117647058834,11.682
Stetson University,6,Selective private,0,42.6,1116.5,59.82971489361702,18.385
Stevenson University,6,Selective private,0,51.4,1025,47.312569620253164,11.5
Stonehill College,6,Selective private,0,58.8,1170,52.368031496062976,17.32
Suffolk University,6,Selective private,0,49.9,995,73.95930689655174,15.618
Susquehanna University,6,Selective private,0,50,1135,52.86108490566038,20.44
Swarthmore College,2,Other elite schools (public and private),0,49.4,1445,84.54251497005988,25.2
Sweet Briar College,6,Selective private,0,38.6,1115.5,55.874197183098595,17.324
Syracuse University,4,Highly selective private,0,56.6,1205,66.99179447115384,20.816
Tarleton State University,5,Selective public,1,40.4,974.5,47.02777551020408,2.202
Taylor University,6,Selective private,0,38.6,1205,44.174644067796606,15.82
Temple University,5,Selective public,1,46.5,1040,74.69597676419966,6.948
Tennessee State University,5,Selective public,1,35.8,925,51.3286978021978,2.651
Tennessee Wesleyan College,6,Selective private,0,35.3,970,32.40559523809524,8.05
Texas A&M University,3,Highly selective public,1,52.9,1180,72.28807896921445,3.3770841999999996
Texas A&M University - Commerce,5,Selective public,1,37.1,1015,50.89603278688524,2.716
Texas A&M University - Corpus Christi,5,Selective public,1,42.4,995,54.99164761904761,2.306
Texas A&M University - Kingsville,5,Selective public,1,39.7,890,47.83771972318339,2.607
Texas Christian University,4,Highly selective private,0,49.1,1155,66.23519897959183,13.125
Texas Lutheran University,6,Selective private,0,43.6,1040,44.04285714285715,12.57
Texas State University,5,Selective public,1,43.7,1035,51.8240101744186,3.316
Texas Tech University,5,Selective public,1,46.1,1110,62.78790992018244,3.444
Texas Wesleyan University,6,Selective private,0,39.5,905,58.01508181818182,10.01
Texas Woman's University,5,Selective public,1,44.8,910,49.833654255319146,2.12
Thiel College,6,Selective private,0,37.2,955,43.53385964912281,11.464
Thomas College,6,Selective private,0,36.6,930,31.21155,12.78
Thomas More College,6,Selective private,0,45.8,950,38.57852,12.58
Toccoa Falls College,6,Selective private,0,26.4,1000,25.70411320754717,8.988
Transylvania University,6,Selective private,0,41.1,1160,53.0372125,15.27
Trine University,6,Selective private,0,42.6,1010,44.11882258064516,13.144283999999999
"Trinity College of Hartford, CT",4,Highly selective private,0,56.1,1275,71.43259183673469,25.44
Trinity International University,6,Selective private,0,38.2,1100,50.71071034590145,13.810486999999998
Trinity University,4,Highly selective private,0,53.2,1260,69.89036842105263,15.804
Truett Mcconnell College,8,Nonselective four-year private not-for-profit,0,32.4,940,34.451530612244895,6.6
Truman State University,5,Selective public,1,42.7,1210,50.505254054054056,3.712
Tufts University,2,Other elite schools (public and private),0,67.8,1310,72.37505762081784,25.714
Tulane University,2,Other elite schools (public and private),0,52.4,1325,68.28032423208191,25.39
Tuskegee University,6,Selective private,0,37.1,900,48.519639830508474,10.084
"Union College of Barbourville, KY",6,Selective private,0,32.5,970,35.36862222222222,11.12
"Union College of Schenectady, NY",4,Highly selective private,0,61.8,1225,70.35585380116959,24.963
Union University,6,Selective private,0,37.4,1045,46.88108219178082,11.92
University Of Alabama,5,Selective public,1,42.4,1095,58.872080872914,3.014
University Of Alabama In Huntsville,5,Selective public,1,46.6,1120.5,56.80654873646209,3.284
University Of Arkansas,5,Selective public,1,43.6,1155,60.89969385194479,3.575
University Of Arkansas At Little Rock,5,Selective public,1,34.8,995,52.29090765765766,2.907
University Of Bridgeport,6,Selective private,0,40.6,890,51.320547619047616,15.012
"University Of California, Berkeley",3,Highly selective public,1,62.7,1320,96.18605201109571,4.047
"University Of California, Davis",5,Selective public,1,57.1,1175,79.57570753424658,4.072
"University Of California, Irvine",3,Highly selective public,1,55.8,1160,80.55558579881657,3.969
"University Of California, Los Angeles",2,Other elite schools (public and private),1,59.2,1280,91.90583557951483,3.701
"University Of California, Riverside",5,Selective public,1,48.7,1065,75.99175888717156,3.856
"University Of California, San Diego",3,Highly selective public,1,59.6,1270,86.95164449291167,3.848
"University Of California, Santa Barbara",3,Highly selective public,1,52,1195,82.95609700598801,3.832
"University Of California, Santa Cruz",5,Selective public,1,44.6,1145,75.90710236220472,4.25
University Of Central Florida,5,Selective public,1,43,1120,57.6201244635193,2.386
University Of Charleston,6,Selective private,0,42,975,32.64095081967213,13.2
University Of Chicago,1,Ivy Plus,0,62.8,1400,97.16832028836251,25.239
University Of Cincinnati,5,Selective public,1,39.4,1060,64.06341897233202,4.9647734
University Of Colorado System,5,Selective public,1,53.648348,1165,64.7004648191113,3.0711389
University Of Connecticut,3,Highly selective public,1,53.9,1114.6174,81.2426297608503,5.444843799999999
University Of Dallas,6,Selective private,0,45.2,1210,53.333131782945735,15.288
University Of Dayton,6,Selective private,0,52.3,1145,62.48513917525774,16.07
University Of Delaware,5,Selective public,1,54.3,1160,73.0475023923445,5.004
University Of Denver,6,Selective private,0,51.4,1130,64.04812470588234,20.556
University Of Findlay,6,Selective private,0,40.6,1025,43.77376875,16.02
University Of Florida,3,Highly selective public,1,51.3,1220,71.10854091193005,2.256
University Of Georgia,3,Highly selective public,1,46.5,1230,70.37826519976838,3.276
University Of Hartford,6,Selective private,0,45.9,1050,53.4971049180328,19.73
University Of Hawaii And Hawaii Community Colleges,5,Selective public,1,35.276055,1063.5869,55.33716477366557,1.9699886
University Of Houston System,5,Selective public,1,46.279214999999994,1035,62.71195511044749,2.4242043
University Of Idaho,5,Selective public,1,39.9,1095,57.45228760330578,2.476
University Of Indianapolis,6,Selective private,0,41.6,1020,48.3698125,14.68
University Of La Verne,6,Selective private,0,52.7,1005,55.33761073825503,16.94
University Of Maine System,5,Selective public,1,34.186586000000005,1039.0848,50.71738570167696,4.2330703000000005
University Of Mary Hardin-Baylor,6,Selective private,0,41.7,1020,44.67059803921569,9.3
University Of Mary Washington,5,Selective public,1,47.4,1205,55.8044039408867,3.246
University Of Maryland System (Except University College) And Baltimore City Community College,3,Highly selective public,1,49.980156,1138.452,65.74037438331277,4.6007416999999995
University Of Massachusetts System,5,Selective public,1,47.924445,1073.8521,78.09472349795533,4.640967300000001
University Of Memphis,5,Selective public,1,37,1085,55.183054892601426,3.087
University Of Miami,2,Other elite schools (public and private),0,52.4,1190,67.47703125,22.528
University Of Michigan - Ann Arbor,3,Highly selective public,1,57.9,1294,77.36898275186202,6.513
University Of Michigan - Flint,5,Selective public,1,40.1,930,54.790137055837555,3.916
University Of Missouri System And Missouri University Of Science And Technology,5,Selective public,1,46.249395,1164.2617,66.61642792109257,4.7976255000000005
University Of Montana,5,Selective public,1,34.1,1055,53.05478185328186,3.178
University Of Mount Olive,6,Selective private,0,39.2,900,40.740181818181824,9.21
University Of Mount Union,6,Selective private,0,40.8,1034,49.416725,15.55
University Of Nebraska System,5,Selective public,1,42.409016,1155,61.39369949133733,3.2063628
"University Of Nevada , Reno",5,Selective public,1,45.5,1050,69.73084347826087,2.454
University Of Nevada - Las Vegas,5,Selective public,1,43.5,1005,66.8604479889043,2.386
University Of New England,6,Selective private,0,44.8,1055,47.25175,16.25
University Of New Hampshire,5,Selective public,1,47.3,1110,61.88855429162358,7.395
University Of New Haven,6,Selective private,0,48.9,965,59.995397660818725,15.52
University Of New Orleans,5,Selective public,1,38.4,1045,57.61784322033898,3.452
University Of North Carolina  Asheville,5,Selective public,1,36,1160,51.903676300578034,1.993
University Of North Carolina - Chapel Hill,2,Other elite schools (public and private),1,50.4,1255,80.77843391521196,2.71
University Of North Carolina - Charlotte,5,Selective public,1,41.7,1035,63.61042080745343,2.134
University Of North Carolina - Greensboro,5,Selective public,1,37,1030,56.05185316846987,2.309
University Of North Carolina At Pembroke,5,Selective public,1,33.4,925,52.73523353293413,1.86
University Of North Carolina At Wilmington,5,Selective public,1,38.7,1095,55.28119168591224,2.36
University Of North Carolina School Of The Arts,7,Nonselective four-year public,1,30.5,1105,50.597519999999996,2.592
University Of North Florida,5,Selective public,1,41.6,1095,51.98962983425414,2.427
University Of North Texas,5,Selective public,1,42.1,1085,57.791748387096774,2.478
University Of Notre Dame,2,Other elite schools (public and private),0,69.4,1355,87.23300917431193,23.357
University Of Oregon,5,Selective public,1,41.6,1110,57.66675981873112,3.819
University Of Pennsylvania,1,Ivy Plus,0,78.2,1400,107.5471742574257,25.17
University Of Pittsburgh System,3,Highly selective public,1,48.2,1132.9808,65.8510148005148,6.9835005
University Of Portland,6,Selective private,0,51.7,1145,54.48515662650602,18.205
University Of Puget Sound,4,Highly selective private,0,51.5,1250,62.33398181818182,21.425
University Of Redlands,6,Selective private,0,53.8,1130,55.44212068965517,20.836
University Of Rhode Island,5,Selective public,1,48.2,1090,70.45498341625208,5.154
University Of Richmond,2,Other elite schools (public and private),0,60.8,1285,69.78725619834711,20.14
University Of Rochester,2,Other elite schools (public and private),0,55.5,1315,80.96795190380762,23.695
"University Of Saint Francis of Fort Wayne, IN",6,Selective private,0,40,935,40.47986363636364,12.53
"University Of Saint Thomas of Houston, TX",6,Selective private,0,48.8,1140,58.52479464285715,12.412
University Of San Diego,4,Highly selective private,0,56.3,1165,73.98402848101266,19.12
University Of San Francisco,6,Selective private,0,61,1100,75.62408709677419,19.06
University Of Scranton,6,Selective private,0,56,1100,62.85811065573771,18.66
University Of South Alabama,5,Selective public,1,38.3,950,54.18913953488373,2.911
University Of South Carolina System,5,Selective public,1,39.789398,1050.1914,60.57740219612482,3.6088394
University Of South Florida,5,Selective public,1,41.7,1045,54.990672664952875,2.388
University Of Southern California,2,Other elite schools (public and private),0,66.1,1305,80.95523834196891,24.123
University Of Southern Indiana,5,Selective public,1,35.5,945,47.75454924242424,2.686
University Of Tampa,6,Selective private,0,44.4,1050,53.66866206896552,16.032
University Of Tennessee System,5,Selective public,1,39.380559,1085,61.412653409090915,3.1744885
University Of Texas At Austin,3,Highly selective public,1,52.8,1210,68.55225819564647,3.575
University Of The Cumberlands,6,Selective private,0,33.3,990,31.144673469387758,9.92
University Of The Incarnate Word,6,Selective private,0,42.7,940,47.700893442622956,12.67
University Of The Ozarks,6,Selective private,0,31.1,1010,46.06468292682927,9.12
University Of The Pacific,6,Selective private,0,66.4,1120,63.738469613259674,20.725
University Of The Sciences In Philadelphia,6,Selective private,0,85.8,1095,56.00387234042553,16.132
University Of The South,4,Highly selective private,0,38.2,1220,61.114626984126986,20.13
University Of Tulsa,4,Highly selective private,0,43.2,1245,62.969918367346935,13.81
University Of Vermont And State Agricultural College,5,Selective public,1,44,1135,56.829936902485656,8.288
University Of Virginia,2,Other elite schools (public and private),1,58.6,1315,82.68430513307985,4.16
University Of Virginia's College At Wise,5,Selective public,1,36.5,950,51.32904347826087,3.375
University Of Washington System,5,Selective public,1,52.1,1160,71.80056952380951,4.0084717
University Of West Florida,5,Selective public,1,36.3,1065,50.214048387096774,2.398
University Of West Georgia,5,Selective public,1,36.9,995,50.43860579710145,2.394
University Of Wyoming,5,Selective public,1,46.2,1095,54.939899006622525,2.575
Ursinus College,6,Selective private,0,51.5,1205,58.8710625,21.36
Ursuline College,6,Selective private,0,42.9,990,40.323892857142866,13.5
Valparaiso University,6,Selective private,0,48.1,1180,54.21082710280375,17.636
Vanderbilt University,2,Other elite schools (public and private),0,60.9,1315,75.8568992248062,24.712
Vanguard University Of Southern California,6,Selective private,0,38.8,990,47.887219999999985,14.018
Vassar College,2,Other elite schools (public and private),0,47.1,1350,70.79427642276423,24.94
Villanova University,2,Other elite schools (public and private),0,73.7,1235,68.90041360294117,21.62
Virginia Commonwealth University,5,Selective public,1,41.8,1035,65.81295036319612,3.65
